location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Bulgaria,2021-02-05,80+,0.31,0.05
Bulgaria,2021-02-12,18-24,0.13,0.06
Bulgaria,2021-02-12,25-49,0.75,0.27
Bulgaria,2021-02-12,50-59,1.8,0.69
Bulgaria,2021-02-12,60-69,1.47,0.61
Bulgaria,2021-02-12,70-79,0.52,0.2
Bulgaria,2021-02-12,80+,0.41,0.06
Bulgaria,2021-02-19,18-24,0.32,0.07
Bulgaria,2021-02-19,25-49,1.37,0.35
Bulgaria,2021-02-19,50-59,2.88,0.88
Bulgaria,2021-02-19,60-69,2.29,0.79
Bulgaria,2021-02-19,70-79,0.95,0.28
Bulgaria,2021-02-19,80+,0.71,0.12
Bulgaria,2021-02-26,18-24,0.71,0.09
Bulgaria,2021-02-26,25-49,2.28,0.48
Bulgaria,2021-02-26,50-59,4.57,1.21
Bulgaria,2021-02-26,60-69,4.52,1.07
Bulgaria,2021-02-26,70-79,3.4,0.4
Bulgaria,2021-02-26,80+,2.07,0.28
Bulgaria,2021-03-05,18-24,0.96,0.11
Bulgaria,2021-03-05,25-49,2.86,0.66
Bulgaria,2021-03-05,50-59,5.73,1.66
Bulgaria,2021-03-05,60-69,6.38,1.4
Bulgaria,2021-03-05,70-79,5.64,0.5
Bulgaria,2021-03-05,80+,3.29,0.39
Bulgaria,2021-03-12,18-24,1.15,0.14
Bulgaria,2021-03-12,25-49,3.28,0.78
Bulgaria,2021-03-12,50-59,6.5,1.92
Bulgaria,2021-03-12,60-69,7.53,1.61
Bulgaria,2021-03-12,70-79,7.04,0.59
Bulgaria,2021-03-12,80+,4.14,0.45
Bulgaria,2021-03-19,18-24,1.26,0.2
Bulgaria,2021-03-19,25-49,3.56,0.96
Bulgaria,2021-03-19,50-59,6.92,2.25
Bulgaria,2021-03-19,60-69,7.9,1.95
Bulgaria,2021-03-19,70-79,7.31,0.82
Bulgaria,2021-03-19,80+,4.31,0.56
Bulgaria,2021-03-26,18-24,1.58,0.29
Bulgaria,2021-03-26,25-49,4.25,1.18
Bulgaria,2021-03-26,50-59,7.93,2.66
Bulgaria,2021-03-26,60-69,9.11,2.42
Bulgaria,2021-03-26,70-79,8.6,1.15
Bulgaria,2021-03-26,80+,5.08,0.69
Bulgaria,2021-04-02,18-24,1.94,0.36
Bulgaria,2021-04-02,25-49,5.0,1.37
Bulgaria,2021-04-02,50-59,9.0,2.97
Bulgaria,2021-04-02,60-69,10.38,2.71
Bulgaria,2021-04-02,70-79,10.0,1.38
Bulgaria,2021-04-02,80+,5.99,0.83
Bulgaria,2021-04-09,18-24,2.23,0.43
Bulgaria,2021-04-09,25-49,5.6,1.58
Bulgaria,2021-04-09,50-59,9.94,3.29
Bulgaria,2021-04-09,60-69,11.9,2.98
Bulgaria,2021-04-09,70-79,11.91,1.56
Bulgaria,2021-04-09,80+,7.24,0.93
Bulgaria,2021-04-16,18-24,2.48,0.52
Bulgaria,2021-04-16,25-49,6.16,1.83
Bulgaria,2021-04-16,50-59,10.8,3.68
Bulgaria,2021-04-16,60-69,13.25,3.31
Bulgaria,2021-04-16,70-79,13.56,1.78
Bulgaria,2021-04-16,80+,8.3,1.08
Bulgaria,2021-04-23,18-24,2.76,0.71
Bulgaria,2021-04-23,25-49,6.78,2.37
Bulgaria,2021-04-23,50-59,11.67,4.49
Bulgaria,2021-04-23,60-69,14.49,4.11
Bulgaria,2021-04-23,70-79,15.02,2.47
Bulgaria,2021-04-23,80+,9.21,1.5
Bulgaria,2021-04-30,18-24,3.14,0.95
Bulgaria,2021-04-30,25-49,7.43,3.02
Bulgaria,2021-04-30,50-59,12.56,5.54
Bulgaria,2021-04-30,60-69,15.68,5.43
Bulgaria,2021-04-30,70-79,16.33,3.93
Bulgaria,2021-04-30,80+,10.07,2.38
Bulgaria,2021-05-07,18-24,3.58,1.3
Bulgaria,2021-05-07,25-49,7.98,3.8
Bulgaria,2021-05-07,50-59,13.23,6.95
Bulgaria,2021-05-07,60-69,16.53,7.56
Bulgaria,2021-05-07,70-79,17.22,6.39
Bulgaria,2021-05-07,80+,10.62,3.8
Bulgaria,2021-05-14,18-24,4.04,1.83
Bulgaria,2021-05-14,25-49,8.69,5.07
Bulgaria,2021-05-14,50-59,14.19,9.14
Bulgaria,2021-05-14,60-69,17.87,10.89
Bulgaria,2021-05-14,70-79,18.85,10.57
Bulgaria,2021-05-14,80+,11.7,6.39
Bulgaria,2021-05-21,18-24,4.48,2.36
Bulgaria,2021-05-21,25-49,9.37,6.09
Bulgaria,2021-05-21,50-59,15.14,10.72
Bulgaria,2021-05-21,60-69,19.31,13.15
Bulgaria,2021-05-21,70-79,20.64,13.36
Bulgaria,2021-05-21,80+,12.92,8.1
Bulgaria,2021-05-28,18-24,4.82,2.88
Bulgaria,2021-05-28,25-49,9.86,6.86
Bulgaria,2021-05-28,50-59,15.83,11.73
Bulgaria,2021-05-28,60-69,20.35,14.42
Bulgaria,2021-05-28,70-79,21.89,14.71
Bulgaria,2021-05-28,80+,13.82,8.96
Bulgaria,2021-06-04,18-24,5.21,3.51
Bulgaria,2021-06-04,25-49,10.37,7.85
Bulgaria,2021-06-04,50-59,16.5,13.04
Bulgaria,2021-06-04,60-69,21.25,16.26
Bulgaria,2021-06-04,70-79,22.99,16.94
Bulgaria,2021-06-04,80+,14.6,10.37
Bulgaria,2021-06-11,18-24,5.62,4.13
Bulgaria,2021-06-11,25-49,10.88,8.86
Bulgaria,2021-06-11,50-59,17.16,14.42
Bulgaria,2021-06-11,60-69,22.12,18.23
Bulgaria,2021-06-11,70-79,24.01,19.39
Bulgaria,2021-06-11,80+,15.33,12.05
Bulgaria,2021-06-18,18-24,6.02,4.65
Bulgaria,2021-06-18,25-49,11.35,9.59
Bulgaria,2021-06-18,50-59,17.78,15.4
Bulgaria,2021-06-18,60-69,22.84,19.62
Bulgaria,2021-06-18,70-79,24.8,21.07
Bulgaria,2021-06-18,80+,15.88,13.24
Bulgaria,2021-06-25,18-24,6.35,5.12
Bulgaria,2021-06-25,25-49,11.75,10.18
Bulgaria,2021-06-25,50-59,18.34,16.16
Bulgaria,2021-06-25,60-69,23.5,20.65
Bulgaria,2021-06-25,70-79,25.53,22.28
Bulgaria,2021-06-25,80+,16.37,14.11
Bulgaria,2021-07-02,18-24,6.7,5.58
Bulgaria,2021-07-02,25-49,12.17,10.74
Bulgaria,2021-07-02,50-59,18.88,16.9
Bulgaria,2021-07-02,60-69,24.13,21.58
Bulgaria,2021-07-02,70-79,26.17,23.38
Bulgaria,2021-07-02,80+,16.79,14.87
Bulgaria,2021-07-09,18-24,7.15,6.01
Bulgaria,2021-07-09,25-49,12.66,11.25
Bulgaria,2021-07-09,50-59,19.54,17.56
Bulgaria,2021-07-09,60-69,24.84,22.37
Bulgaria,2021-07-09,70-79,26.88,24.25
Bulgaria,2021-07-09,80+,17.26,15.49
Bulgaria,2021-07-16,18-24,7.59,6.43
Bulgaria,2021-07-16,25-49,13.21,11.78
Bulgaria,2021-07-16,50-59,20.2,18.22
Bulgaria,2021-07-16,60-69,25.49,23.1
Bulgaria,2021-07-16,70-79,27.52,25.05
Bulgaria,2021-07-16,80+,17.67,16.0
Bulgaria,2021-07-23,18-24,8.05,6.86
Bulgaria,2021-07-23,25-49,13.75,12.29
Bulgaria,2021-07-23,50-59,20.86,18.83
Bulgaria,2021-07-23,60-69,26.09,23.76
Bulgaria,2021-07-23,70-79,28.11,25.74
Bulgaria,2021-07-23,80+,18.05,16.47
Bulgaria,2021-07-30,18-24,8.55,7.35
Bulgaria,2021-07-30,25-49,14.37,12.85
Bulgaria,2021-07-30,50-59,21.58,19.51
Bulgaria,2021-07-30,60-69,26.77,24.46
Bulgaria,2021-07-30,70-79,28.74,26.44
Bulgaria,2021-07-30,80+,18.46,16.95
Bulgaria,2021-08-06,18-24,9.09,7.85
Bulgaria,2021-08-06,25-49,15.02,13.45
Bulgaria,2021-08-06,50-59,22.34,20.2
Bulgaria,2021-08-06,60-69,27.5,25.13
Bulgaria,2021-08-06,70-79,29.4,27.09
Bulgaria,2021-08-06,80+,18.88,17.36
Bulgaria,2021-08-13,18-24,9.6,8.37
Bulgaria,2021-08-13,25-49,15.68,14.08
Bulgaria,2021-08-13,50-59,23.08,20.91
Bulgaria,2021-08-13,60-69,28.16,25.75
Bulgaria,2021-08-13,70-79,30.02,27.7
Bulgaria,2021-08-13,80+,19.28,17.75
Bulgaria,2021-08-20,18-24,10.17,8.95
Bulgaria,2021-08-20,25-49,16.38,14.79
Bulgaria,2021-08-20,50-59,23.81,21.69
Bulgaria,2021-08-20,60-69,28.81,26.45
Bulgaria,2021-08-20,70-79,30.61,28.33
Bulgaria,2021-08-20,80+,19.67,18.16
Bulgaria,2021-08-27,18-24,10.9,9.64
Bulgaria,2021-08-27,25-49,17.17,15.57
Bulgaria,2021-08-27,50-59,24.6,22.52
Bulgaria,2021-08-27,60-69,29.48,27.21
Bulgaria,2021-08-27,70-79,31.2,29.0
Bulgaria,2021-08-27,80+,20.07,18.59
Bulgaria,2021-09-03,18-24,11.62,10.33
Bulgaria,2021-09-03,25-49,17.94,16.35
Bulgaria,2021-09-03,50-59,25.34,23.35
Bulgaria,2021-09-03,60-69,30.06,27.9
Bulgaria,2021-09-03,70-79,31.73,29.64
Bulgaria,2021-09-03,80+,20.41,19.01
Bulgaria,2021-09-10,18-24,12.22,10.96
Bulgaria,2021-09-10,25-49,18.51,17.01
Bulgaria,2021-09-10,50-59,25.87,24.04
Bulgaria,2021-09-10,60-69,30.49,28.52
Bulgaria,2021-09-10,70-79,32.13,30.21
Bulgaria,2021-09-10,80+,20.68,19.38
Bulgaria,2021-09-17,18-24,12.83,11.66
Bulgaria,2021-09-17,25-49,19.06,17.72
Bulgaria,2021-09-17,50-59,26.39,24.78
Bulgaria,2021-09-17,60-69,30.92,29.18
Bulgaria,2021-09-17,70-79,32.53,30.8
Bulgaria,2021-09-17,80+,20.96,19.77
Bulgaria,2021-09-24,18-24,13.22,12.22
Bulgaria,2021-09-24,25-49,19.46,18.32
Bulgaria,2021-09-24,50-59,26.81,25.4
Bulgaria,2021-09-24,60-69,31.25,29.7
Bulgaria,2021-09-24,70-79,32.83,31.3
Bulgaria,2021-09-24,80+,21.17,20.11
Bulgaria,2021-10-01,18-24,13.6,12.71
Bulgaria,2021-10-01,25-49,19.88,18.84
Bulgaria,2021-10-01,50-59,27.22,25.92
Bulgaria,2021-10-01,60-69,31.58,30.14
Bulgaria,2021-10-01,70-79,33.13,31.71
Bulgaria,2021-10-01,80+,21.37,20.38
Bulgaria,2021-10-08,18-24,13.9,13.16
Bulgaria,2021-10-08,25-49,20.24,19.27
Bulgaria,2021-10-08,50-59,27.58,26.36
Bulgaria,2021-10-08,60-69,31.89,30.54
Bulgaria,2021-10-08,70-79,33.41,32.1
Bulgaria,2021-10-08,80+,21.54,20.65
Bulgaria,2021-10-15,18-24,14.28,13.56
Bulgaria,2021-10-15,25-49,20.7,19.71
Bulgaria,2021-10-15,50-59,28.0,26.79
Bulgaria,2021-10-15,60-69,32.25,30.9
Bulgaria,2021-10-15,70-79,33.71,32.43
Bulgaria,2021-10-15,80+,21.72,20.86
Bulgaria,2021-10-22,18-24,16.33,14.86
Bulgaria,2021-10-22,25-49,22.48,20.92
Bulgaria,2021-10-22,50-59,29.54,27.86
Bulgaria,2021-10-22,60-69,33.25,31.58
Bulgaria,2021-10-22,70-79,34.27,32.85
Bulgaria,2021-10-22,80+,21.99,21.1
Bulgaria,2021-10-29,18-24,19.04,16.53
Bulgaria,2021-10-29,25-49,24.83,22.44
Bulgaria,2021-10-29,50-59,31.78,29.28
Bulgaria,2021-10-29,60-69,34.76,32.48
Bulgaria,2021-10-29,70-79,35.18,33.39
Bulgaria,2021-10-29,80+,22.44,21.39
Bulgaria,2021-11-05,18-24,20.85,17.73
Bulgaria,2021-11-05,25-49,26.51,23.59
Bulgaria,2021-11-05,50-59,33.39,30.31
Bulgaria,2021-11-05,60-69,35.94,33.2
Bulgaria,2021-11-05,70-79,36.01,33.89
Bulgaria,2021-11-05,80+,22.86,21.65
Bulgaria,2021-11-12,18-24,22.03,19.06
Bulgaria,2021-11-12,25-49,27.65,24.79
Bulgaria,2021-11-12,50-59,34.46,31.38
Bulgaria,2021-11-12,60-69,36.8,33.99
Bulgaria,2021-11-12,70-79,36.7,34.44
Bulgaria,2021-11-12,80+,23.25,21.93
Bulgaria,2021-11-19,18-24,23.01,20.7
Bulgaria,2021-11-19,25-49,28.55,26.21
Bulgaria,2021-11-19,50-59,35.27,32.71
Bulgaria,2021-11-19,60-69,37.47,34.99
Bulgaria,2021-11-19,70-79,37.24,35.12
Bulgaria,2021-11-19,80+,23.57,22.3
Croatia,2021-01-01,18-24,0.0,0.0
Croatia,2021-01-01,25-49,0.03,0.0
Croatia,2021-01-01,50-59,0.04,0.0
Croatia,2021-01-01,60-69,0.03,0.0
Croatia,2021-01-01,70-79,0.1,0.0
Croatia,2021-01-01,80+,0.42,0.0
Croatia,2021-01-08,18-24,0.17,0.0
Croatia,2021-01-08,25-49,0.74,0.0
Croatia,2021-01-08,50-59,1.07,0.0
Croatia,2021-01-08,60-69,0.75,0.0
Croatia,2021-01-08,70-79,1.0,0.0
Croatia,2021-01-08,80+,3.31,0.0
Croatia,2021-01-15,18-24,0.28,0.0
Croatia,2021-01-15,25-49,1.21,0.0
Croatia,2021-01-15,50-59,1.83,0.01
Croatia,2021-01-15,60-69,1.28,0.0
Croatia,2021-01-15,70-79,1.56,0.02
Croatia,2021-01-15,80+,4.36,0.1
Croatia,2021-01-22,18-24,0.36,0.04
Croatia,2021-01-22,25-49,1.52,0.22
Croatia,2021-01-22,50-59,2.32,0.32
Croatia,2021-01-22,60-69,1.69,0.23
Croatia,2021-01-22,70-79,2.01,0.44
Croatia,2021-01-22,80+,5.16,1.79
Croatia,2021-01-29,18-24,0.37,0.13
Croatia,2021-01-29,25-49,1.56,0.61
Croatia,2021-01-29,50-59,2.38,0.89
Croatia,2021-01-29,60-69,1.75,0.63
Croatia,2021-01-29,70-79,2.08,0.83
Croatia,2021-01-29,80+,5.29,2.92
Croatia,2021-02-05,18-24,0.39,0.23
Croatia,2021-02-05,25-49,1.6,1.01
Croatia,2021-02-05,50-59,2.46,1.52
Croatia,2021-02-05,60-69,1.84,1.07
Croatia,2021-02-05,70-79,2.21,1.26
Croatia,2021-02-05,80+,5.43,3.8
Croatia,2021-02-12,18-24,0.44,0.32
Croatia,2021-02-12,25-49,1.8,1.4
Croatia,2021-02-12,50-59,2.84,2.14
Croatia,2021-02-12,60-69,2.41,1.55
Croatia,2021-02-12,70-79,3.12,1.75
Croatia,2021-02-12,80+,6.5,4.67
Croatia,2021-02-19,18-24,0.57,0.35
Croatia,2021-02-19,25-49,2.19,1.52
Croatia,2021-02-19,50-59,3.58,2.32
Croatia,2021-02-19,60-69,3.56,1.71
Croatia,2021-02-19,70-79,5.51,1.99
Croatia,2021-02-19,80+,11.5,5.03
Croatia,2021-02-26,18-24,0.67,0.36
Croatia,2021-02-26,25-49,2.53,1.55
Croatia,2021-02-26,50-59,4.29,2.38
Croatia,2021-02-26,60-69,5.35,1.79
Croatia,2021-02-26,70-79,10.66,2.1
Croatia,2021-02-26,80+,21.83,5.17
Croatia,2021-03-05,18-24,0.75,0.38
Croatia,2021-03-05,25-49,2.79,1.64
Croatia,2021-03-05,50-59,4.92,2.52
Croatia,2021-03-05,60-69,7.24,1.94
Croatia,2021-03-05,70-79,16.57,2.3
Croatia,2021-03-05,80+,28.04,5.48
Croatia,2021-03-12,18-24,0.96,0.45
Croatia,2021-03-12,25-49,3.09,1.84
Croatia,2021-03-12,50-59,5.65,2.85
Croatia,2021-03-12,60-69,9.5,2.29
Croatia,2021-03-12,70-79,22.57,2.85
Croatia,2021-03-12,80+,32.29,6.69
Croatia,2021-03-19,18-24,1.07,0.51
Croatia,2021-03-19,25-49,3.42,2.03
Croatia,2021-03-19,50-59,6.52,3.17
Croatia,2021-03-19,60-69,12.29,2.78
Croatia,2021-03-19,70-79,28.43,3.89
Croatia,2021-03-19,80+,34.95,8.42
Croatia,2021-03-26,18-24,1.2,0.54
Croatia,2021-03-26,25-49,3.8,2.12
Croatia,2021-03-26,50-59,7.52,3.35
Croatia,2021-03-26,60-69,15.42,3.11
Croatia,2021-03-26,70-79,33.85,4.6
Croatia,2021-03-26,80+,37.25,9.52
Croatia,2021-04-02,18-24,1.38,0.58
Croatia,2021-04-02,25-49,4.18,2.23
Croatia,2021-04-02,50-59,8.58,3.56
Croatia,2021-04-02,60-69,18.94,3.55
Croatia,2021-04-02,70-79,39.0,5.77
Croatia,2021-04-02,80+,39.37,11.2
Croatia,2021-04-09,18-24,1.51,0.62
Croatia,2021-04-09,25-49,4.68,2.35
Croatia,2021-04-09,50-59,10.05,3.78
Croatia,2021-04-09,60-69,22.86,4.08
Croatia,2021-04-09,70-79,42.89,7.26
Croatia,2021-04-09,80+,40.77,12.81
Croatia,2021-04-16,18-24,1.82,0.69
Croatia,2021-04-16,25-49,5.62,2.58
Croatia,2021-04-16,50-59,12.43,4.3
Croatia,2021-04-16,60-69,28.41,5.48
Croatia,2021-04-16,70-79,47.15,10.88
Croatia,2021-04-16,80+,42.54,16.47
Croatia,2021-04-23,18-24,2.39,0.77
Croatia,2021-04-23,25-49,6.57,2.81
Croatia,2021-04-23,50-59,14.63,4.83
Croatia,2021-04-23,60-69,32.93,7.06
Croatia,2021-04-23,70-79,51.39,14.19
Croatia,2021-04-23,80+,44.33,18.98
Croatia,2021-04-30,18-24,2.84,0.87
Croatia,2021-04-30,25-49,8.22,3.09
Croatia,2021-04-30,50-59,17.93,5.51
Croatia,2021-04-30,60-69,37.54,9.07
Croatia,2021-04-30,70-79,54.87,17.99
Croatia,2021-04-30,80+,45.97,21.82
Croatia,2021-05-07,18-24,4.14,1.13
Croatia,2021-05-07,25-49,12.65,3.61
Croatia,2021-05-07,50-59,25.72,6.67
Croatia,2021-05-07,60-69,45.71,12.16
Croatia,2021-05-07,70-79,59.76,23.79
Croatia,2021-05-07,80+,48.39,26.59
Croatia,2021-05-14,18-24,6.55,1.3
Croatia,2021-05-14,25-49,18.35,4.16
Croatia,2021-05-14,50-59,33.26,7.97
Croatia,2021-05-14,60-69,51.82,15.72
Croatia,2021-05-14,70-79,63.41,29.79
Croatia,2021-05-14,80+,50.48,31.89
Croatia,2021-05-21,18-24,9.4,1.57
Croatia,2021-05-21,25-49,23.43,4.86
Croatia,2021-05-21,50-59,39.36,9.56
Croatia,2021-05-21,60-69,56.11,19.42
Croatia,2021-05-21,70-79,65.95,35.43
Croatia,2021-05-21,80+,51.93,36.91
Croatia,2021-05-28,18-24,11.94,1.99
Croatia,2021-05-28,25-49,26.9,6.04
Croatia,2021-05-28,50-59,42.97,12.16
Croatia,2021-05-28,60-69,58.84,24.71
Croatia,2021-05-28,70-79,67.74,42.03
Croatia,2021-05-28,80+,52.97,40.38
Croatia,2021-06-04,18-24,13.71,2.67
Croatia,2021-06-04,25-49,29.02,7.36
Croatia,2021-06-04,50-59,44.93,14.76
Croatia,2021-06-04,60-69,60.36,29.1
Croatia,2021-06-04,70-79,68.77,46.59
Croatia,2021-06-04,80+,53.6,42.58
Croatia,2021-06-11,18-24,16.29,3.97
Croatia,2021-06-11,25-49,31.0,10.86
Croatia,2021-06-11,50-59,46.85,20.54
Croatia,2021-06-11,60-69,61.84,36.44
Croatia,2021-06-11,70-79,69.75,52.57
Croatia,2021-06-11,80+,54.23,45.28
Croatia,2021-06-18,18-24,17.36,5.77
Croatia,2021-06-18,25-49,32.09,15.49
Croatia,2021-06-18,50-59,47.98,27.77
Croatia,2021-06-18,60-69,62.74,43.94
Croatia,2021-06-18,70-79,70.4,57.86
Croatia,2021-06-18,80+,54.62,47.78
Croatia,2021-06-25,18-24,18.13,7.78
Croatia,2021-06-25,25-49,32.8,19.38
Croatia,2021-06-25,50-59,48.74,33.06
Croatia,2021-06-25,60-69,63.32,48.94
Croatia,2021-06-25,70-79,70.82,61.12
Croatia,2021-06-25,80+,54.88,49.43
Croatia,2021-07-02,18-24,19.22,10.36
Croatia,2021-07-02,25-49,33.84,23.68
Croatia,2021-07-02,50-59,49.84,38.49
Croatia,2021-07-02,60-69,64.24,53.85
Croatia,2021-07-02,70-79,71.47,64.34
Croatia,2021-07-02,80+,55.28,50.97
Croatia,2021-07-09,18-24,20.8,13.12
Croatia,2021-07-09,25-49,35.29,26.98
Croatia,2021-07-09,50-59,51.28,42.2
Croatia,2021-07-09,60-69,65.33,57.49
Croatia,2021-07-09,70-79,72.18,66.51
Croatia,2021-07-09,80+,55.73,52.06
Croatia,2021-07-16,18-24,22.11,15.06
Croatia,2021-07-16,25-49,36.47,29.28
Croatia,2021-07-16,50-59,52.42,44.45
Croatia,2021-07-16,60-69,66.15,59.3
Croatia,2021-07-16,70-79,72.72,67.69
Croatia,2021-07-16,80+,56.1,52.75
Croatia,2021-07-23,18-24,23.27,17.35
Croatia,2021-07-23,25-49,37.49,31.54
Croatia,2021-07-23,50-59,53.39,46.82
Croatia,2021-07-23,60-69,66.85,61.27
Croatia,2021-07-23,70-79,73.2,68.99
Croatia,2021-07-23,80+,56.45,53.48
Croatia,2021-07-30,18-24,24.27,18.96
Croatia,2021-07-30,25-49,38.37,33.2
Croatia,2021-07-30,50-59,54.17,48.73
Croatia,2021-07-30,60-69,67.4,62.85
Croatia,2021-07-30,70-79,73.56,69.99
Croatia,2021-07-30,80+,56.74,54.09
Croatia,2021-08-06,18-24,24.86,19.98
Croatia,2021-08-06,25-49,38.91,34.24
Croatia,2021-08-06,50-59,54.63,49.89
Croatia,2021-08-06,60-69,67.75,63.77
Croatia,2021-08-06,70-79,73.8,70.6
Croatia,2021-08-06,80+,56.92,54.49
Croatia,2021-08-13,18-24,25.42,21.09
Croatia,2021-08-13,25-49,39.45,35.28
Croatia,2021-08-13,50-59,55.07,50.91
Croatia,2021-08-13,60-69,68.08,64.57
Croatia,2021-08-13,70-79,74.0,71.15
Croatia,2021-08-13,80+,57.08,54.82
Croatia,2021-08-20,18-24,26.06,22.17
Croatia,2021-08-20,25-49,40.06,36.25
Croatia,2021-08-20,50-59,55.61,51.84
Croatia,2021-08-20,60-69,68.47,65.26
Croatia,2021-08-20,70-79,74.26,71.62
Croatia,2021-08-20,80+,57.25,55.17
Croatia,2021-08-27,18-24,26.81,23.23
Croatia,2021-08-27,25-49,40.81,37.2
Croatia,2021-08-27,50-59,56.24,52.66
Croatia,2021-08-27,60-69,68.94,65.9
Croatia,2021-08-27,70-79,74.58,72.08
Croatia,2021-08-27,80+,57.49,55.47
Croatia,2021-09-03,18-24,27.54,24.04
Croatia,2021-09-03,25-49,41.52,37.95
Croatia,2021-09-03,50-59,56.85,53.33
Croatia,2021-09-03,60-69,69.39,66.41
Croatia,2021-09-03,70-79,74.91,72.43
Croatia,2021-09-03,80+,57.73,55.72
Croatia,2021-09-10,18-24,28.17,24.73
Croatia,2021-09-10,25-49,42.12,38.62
Croatia,2021-09-10,50-59,57.37,53.88
Croatia,2021-09-10,60-69,69.8,66.82
Croatia,2021-09-10,70-79,75.19,72.73
Croatia,2021-09-10,80+,57.96,55.93
Croatia,2021-09-17,18-24,28.94,25.5
Croatia,2021-09-17,25-49,42.88,39.33
Croatia,2021-09-17,50-59,58.03,54.5
Croatia,2021-09-17,60-69,70.3,67.3
Croatia,2021-09-17,70-79,75.55,73.06
Croatia,2021-09-17,80+,58.23,56.18
Croatia,2021-09-24,18-24,29.87,26.32
Croatia,2021-09-24,25-49,43.64,40.09
Croatia,2021-09-24,50-59,58.66,55.16
Croatia,2021-09-24,60-69,70.78,67.8
Croatia,2021-09-24,70-79,75.91,73.42
Croatia,2021-09-24,80+,58.53,56.46
Croatia,2021-10-01,18-24,30.83,27.09
Croatia,2021-10-01,25-49,44.41,40.79
Croatia,2021-10-01,50-59,59.3,55.79
Croatia,2021-10-01,60-69,71.25,68.27
Croatia,2021-10-01,70-79,76.24,73.76
Croatia,2021-10-01,80+,58.83,56.73
Croatia,2021-10-08,18-24,31.73,27.74
Croatia,2021-10-08,25-49,45.18,41.5
Croatia,2021-10-08,50-59,59.89,56.36
Croatia,2021-10-08,60-69,71.66,68.7
Croatia,2021-10-08,70-79,76.56,74.09
Croatia,2021-10-08,80+,59.13,56.99
Croatia,2021-10-15,18-24,32.3,28.38
Croatia,2021-10-15,25-49,45.73,42.13
Croatia,2021-10-15,50-59,60.3,56.87
Croatia,2021-10-15,60-69,71.98,69.12
Croatia,2021-10-15,70-79,76.78,74.41
Croatia,2021-10-15,80+,59.36,57.23
Croatia,2021-10-22,18-24,32.83,29.05
Croatia,2021-10-22,25-49,46.27,42.74
Croatia,2021-10-22,50-59,60.73,57.39
Croatia,2021-10-22,60-69,72.27,69.53
Croatia,2021-10-22,70-79,77.0,74.74
Croatia,2021-10-22,80+,59.55,57.52
Croatia,2021-10-29,18-24,33.63,29.93
Croatia,2021-10-29,25-49,47.11,43.52
Croatia,2021-10-29,50-59,61.39,58.04
Croatia,2021-10-29,60-69,72.72,70.01
Croatia,2021-10-29,70-79,77.31,75.11
Croatia,2021-10-29,80+,59.8,57.82
Croatia,2021-11-05,18-24,34.88,30.79
Croatia,2021-11-05,25-49,48.57,44.32
Croatia,2021-11-05,50-59,62.48,58.68
Croatia,2021-11-05,60-69,73.56,70.48
Croatia,2021-11-05,70-79,77.87,75.45
Croatia,2021-11-05,80+,60.26,58.08
Croatia,2021-11-12,18-24,38.01,32.0
Croatia,2021-11-12,25-49,52.11,45.62
Croatia,2021-11-12,50-59,65.36,59.76
Croatia,2021-11-12,60-69,75.49,71.18
Croatia,2021-11-12,70-79,79.25,75.94
Croatia,2021-11-12,80+,61.37,58.45
Croatia,2021-11-19,18-24,40.66,33.13
Croatia,2021-11-19,25-49,54.69,46.81
Croatia,2021-11-19,50-59,67.4,60.72
Croatia,2021-11-19,60-69,76.92,71.8
Croatia,2021-11-19,70-79,80.34,76.4
Croatia,2021-11-19,80+,62.29,58.82
Croatia,2021-11-26,18-24,40.84,33.24
Croatia,2021-11-26,25-49,54.87,46.92
Croatia,2021-11-26,50-59,67.55,60.81
Croatia,2021-11-26,60-69,77.04,71.87
Croatia,2021-11-26,70-79,80.44,76.44
Croatia,2021-11-26,80+,62.36,58.85
Cyprus,2021-01-01,18-24,0.01,0.0
Cyprus,2021-01-01,25-49,0.02,0.0
Cyprus,2021-01-01,50-59,0.02,0.0
Cyprus,2021-01-01,60-69,0.04,0.0
Cyprus,2021-01-01,70-79,0.04,0.0
Cyprus,2021-01-01,80+,0.65,0.0
Cyprus,2021-01-08,18-24,0.07,0.0
Cyprus,2021-01-08,25-49,0.59,0.0
Cyprus,2021-01-08,50-59,0.85,0.0
Cyprus,2021-01-08,60-69,0.79,0.0
Cyprus,2021-01-08,70-79,0.73,0.0
Cyprus,2021-01-08,80+,5.74,0.0
Cyprus,2021-01-15,18-24,0.09,0.0
Cyprus,2021-01-15,25-49,0.8,0.02
Cyprus,2021-01-15,50-59,1.16,0.01
Cyprus,2021-01-15,60-69,1.1,0.03
Cyprus,2021-01-15,70-79,0.92,0.04
Cyprus,2021-01-15,80+,14.6,0.59
Cyprus,2021-01-22,18-24,0.13,0.03
Cyprus,2021-01-22,25-49,0.89,0.24
Cyprus,2021-01-22,50-59,1.34,0.34
Cyprus,2021-01-22,60-69,1.26,0.39
Cyprus,2021-01-22,70-79,1.12,0.42
Cyprus,2021-01-22,80+,26.7,2.59
Cyprus,2021-01-29,18-24,0.15,0.06
Cyprus,2021-01-29,25-49,0.94,0.55
Cyprus,2021-01-29,50-59,1.41,0.77
Cyprus,2021-01-29,60-69,1.33,0.72
